ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque
Ngaoundéré,7.329546,13.630202,glissement,2,2026-04-20 14:45:38,14,0,16.0,90.3,26.3,0.5321,MOYEN
Bafoussam,5.443117,10.440743,inondation,3,2025-09-21 02:17:38,2,6,20.0,116.3,30.8,0.5826,MOYEN
Maroua,10.642753,14.307535,accident_route,3,2026-06-18 11:09:38,11,3,14.0,10.4,35.5,0.927,ELEVE
Maroua,10.572582,14.356905,accident_route,5,2026-05-16 22:09:38,22,5,15.0,93.7,36.8,1.0,ELEVE
Garoua,9.350941,13.351821,glissement,5,2026-01-13 07:12:38,7,1,22.0,16.8,18.5,0.9742,ELEVE
Yaoundé,3.800182,11.518479,inondation,2,2026-06-15 03:42:38,3,0,4.0,15.1,22.7,0.7907,ELEVE
Bafoussam,5.463592,10.372199,incendie,1,2026-04-23 20:32:38,20,3,23.0,46.6,36.5,0.5504,MOYEN
Garoua,9.314348,13.372789,accident_route,2,2026-01-09 17:27:38,17,4,11.0,93.1,25.6,0.7446,ELEVE
Yaoundé,3.846667,11.539442,incendie,3,2025-10-31 12:56:38,12,4,11.0,20.4,25.5,0.8647,ELEVE
Yaoundé,3.813949,11.468146,glissement,5,2025-09-25 01:24:38,1,3,1.0,14.4,36.7,1.0,ELEVE
Ebolowa,2.877837,11.179829,inondation,2,2026-02-15 16:01:38,16,6,7.0,0.5,35.2,0.4651,MOYEN
Garoua,9.314629,13.423112,glissement,3,2025-09-07 12:59:38,12,6,3.0,81.1,31.3,0.8903,ELEVE
Garoua,9.318287,13.355115,incendie,3,2026-05-28 08:28:38,8,3,22.0,16.8,25.6,0.8346,ELEVE
Ngaoundéré,7.359259,13.591005,glissement,5,2025-11-25 20:01:38,20,1,25.0,104.6,34.4,0.7253,ELEVE
Douala,4.090352,9.762238,accident_route,2,2026-05-01 23:18:38,23,4,2.0,40.1,29.2,0.6735,ELEVE
Yaoundé,3.893053,11.512165,accident_route,4,2025-09-08 06:21:38,6,0,18.0,107.5,27.2,0.7225,ELEVE
Yaoundé,3.879583,11.474544,pollution,4,2026-03-26 16:19:38,16,3,4.0,88.3,31.1,0.7443,ELEVE
Maroua,10.561823,14.275661,inondation,1,2025-11-24 00:22:38,0,0,1.0,39.8,32.8,0.845,ELEVE
Bafoussam,5.482049,10.446072,accident_route,4,2025-07-28 00:30:38,0,0,16.0,69.9,28.7,0.5751,MOYEN
Bertoua,4.56055,13.681244,criminalité,1,2026-02-07 01:07:38,1,5,3.0,67.0,18.2,0.5764,MOYEN
Maroua,10.608625,14.299238,incendie,1,2025-09-01 14:42:38,14,0,19.0,50.6,36.7,0.7915,ELEVE
Bertoua,4.601237,13.668181,inondation,2,2025-07-02 17:19:38,17,2,13.0,17.7,31.1,0.6124,MOYEN
Yaoundé,3.889506,11.477217,pollution,1,2025-08-14 03:39:38,3,3,11.0,102.3,19.7,0.6212,MOYEN
Yaoundé,3.806092,11.492398,accident_route,3,2026-01-01 13:16:38,13,3,9.0,64.8,23.7,0.6766,ELEVE
Garoua,9.308429,13.413721,inondation,1,2025-09-21 16:08:38,16,6,14.0,52.9,36.3,0.8491,ELEVE
Bafoussam,5.5267,10.442338,glissement,1,2026-02-26 05:18:38,5,3,9.0,3.9,25.4,0.3474,FAIBLE
Bafoussam,5.507619,10.394083,criminalité,2,2025-06-21 23:20:38,23,5,23.0,71.3,23.8,0.308,FAIBLE
Bertoua,4.624677,13.641161,criminalité,5,2025-10-14 22:59:38,22,1,25.0,118.2,20.5,0.7517,ELEVE
Maroua,10.557434,14.31539,incendie,3,2025-09-07 18:52:38,18,6,1.0,62.8,33.2,1.0,ELEVE
Garoua,9.257569,13.369824,criminalité,1,2025-08-10 04:40:38,4,6,1.0,63.5,32.3,0.7792,ELEVE
Maroua,10.612999,14.280656,pollution,3,2026-03-08 08:23:38,8,6,21.0,82.6,31.9,0.9018,ELEVE
Garoua,9.254159,13.440621,inondation,3,2025-07-20 01:25:38,1,6,12.0,92.0,38.0,0.9419,ELEVE
Bafoussam,5.455464,10.415783,incendie,2,2026-01-10 08:11:38,8,5,1.0,118.4,34.3,0.6854,ELEVE
Ebolowa,2.938618,11.19343,inondation,3,2025-10-03 04:32:38,4,4,25.0,47.5,26.9,0.5315,MOYEN
Bertoua,4.561093,13.648489,incendie,2,2026-04-08 14:28:38,14,2,22.0,27.4,20.0,0.6219,MOYEN
Douala,4.056523,9.718423,incendie,5,2025-10-30 15:27:38,15,3,9.0,28.5,27.4,1.0,ELEVE
Yaoundé,3.857608,11.495484,accident_route,2,2026-06-01 02:49:38,2,0,8.0,21.0,25.3,0.517,MOYEN
Douala,4.090555,9.797886,inondation,5,2026-05-30 03:05:38,3,5,16.0,25.1,36.1,1.0,ELEVE
Garoua,9.326621,13.392852,incendie,4,2026-02-17 18:01:38,18,1,17.0,104.4,18.2,0.8104,ELEVE
Garoua,9.273937,13.393911,incendie,4,2025-07-30 21:17:38,21,2,13.0,20.1,26.8,0.7803,ELEVE
Maroua,10.588121,14.276647,glissement,1,2025-10-06 16:39:38,16,0,4.0,89.6,33.1,0.9483,ELEVE
Bertoua,4.60876,13.684121,incendie,2,2025-12-01 21:30:38,21,0,,,,0.4846,MOYEN
Garoua,9.260149,13.434746,inondation,5,2026-06-07 21:47:38,21,6,23.0,73.2,26.6,0.8287,ELEVE
Douala,4.063871,9.751391,glissement,0,2026-02-09 17:05:38,17,0,19.0,42.3,19.0,1.0,ELEVE
Ngaoundéré,7.328355,13.604026,pollution,1,2025-11-06 14:02:38,14,3,9.0,13.7,37.2,0.5461,MOYEN
Bafoussam,5.487341,10.371645,criminalité,2,2025-09-12 00:16:38,0,4,9.0,118.7,30.8,0.4754,MOYEN
Maroua,10.59216,14.328664,glissement,2,2025-11-18 17:15:38,17,1,6.0,36.3,32.2,0.9011,ELEVE
Yaoundé,3.828646,11.534338,inondation,4,2026-03-15 23:33:38,23,6,10.0,88.0,21.4,0.8336,ELEVE
Bertoua,4.621671,13.688025,pollution,1,2025-08-06 11:19:38,11,2,5.0,57.2,26.9,0.55,MOYEN
Ebolowa,2.90769,11.149252,incendie,4,2025-11-09 23:08:38,23,6,3.0,56.4,33.0,0.541,MOYEN
Bertoua,4.618836,13.715341,criminalité,2,2025-10-30 10:35:38,10,3,17.0,85.6,31.2,0.6073,MOYEN
Bertoua,4.59442,13.661593,glissement,5,2026-03-24 01:20:38,1,1,3.0,71.8,35.8,0.9412,ELEVE
Garoua,9.288269,13.372975,inondation,3,2025-10-25 07:17:38,7,5,16.0,17.1,30.6,0.9908,ELEVE
Ebolowa,2.88892,11.101084,inondation,4,2026-04-08 21:28:38,21,2,,,,0.5917,MOYEN
Bertoua,4.569882,13.660941,criminalité,4,2026-01-18 18:05:38,18,6,25.0,61.5,24.9,0.6808,ELEVE
Ngaoundéré,7.284698,13.575661,inondation,2,2025-09-30 01:03:38,1,1,17.0,113.8,27.0,0.5034,MOYEN
Ngaoundéré,7.304327,13.534798,glissement,2,2025-08-15 01:07:38,1,4,11.0,99.9,34.4,0.481,MOYEN
Bertoua,4.617121,13.680821,criminalité,1,2026-05-31 06:33:38,6,6,4.0,7.3,32.6,0.575,MOYEN
Yaoundé,3.877791,11.491697,accident_route,4,2025-07-17 19:25:38,19,3,2.0,38.3,29.3,0.7365,ELEVE
Yaoundé,3.820808,11.473304,glissement,2,2025-08-12 23:50:38,23,1,19.0,57.9,29.4,0.7239,ELEVE
Maroua,10.639908,14.298469,inondation,5,2026-03-09 02:36:38,2,0,,,,0.9427,ELEVE
Ebolowa,2.887117,11.160107,accident_route,1,2026-04-14 01:36:38,1,1,3.0,17.1,32.6,0.4249,MOYEN
Ebolowa,2.916367,11.193683,inondation,1,2026-06-14 14:57:38,14,6,16.0,101.4,30.9,0.4943,MOYEN
Yaoundé,3.873343,11.528992,criminalité,1,2025-07-26 17:38:38,17,5,15.0,71.1,24.5,0.5587,MOYEN
Bafoussam,5.499682,10.457903,inondation,1,2026-01-24 12:10:38,12,5,22.0,75.0,27.6,0.41,MOYEN
Douala,4.08148,9.731615,criminalité,2,2026-01-22 15:45:38,15,3,14.0,30.3,24.0,0.7521,ELEVE
Garoua,9.266681,13.42973,criminalité,1,2026-05-18 21:32:38,21,0,20.0,116.7,24.5,0.6764,ELEVE
Douala,4.056291,9.773994,criminalité,2,2025-12-15 21:38:38,21,0,21.0,97.8,22.7,0.9143,ELEVE
Maroua,10.577605,14.363952,accident_route,4,2026-06-08 18:21:38,18,0,10.0,23.9,25.7,1.0,ELEVE
Ebolowa,2.888436,11.102519,criminalité,3,2026-04-21 06:52:38,6,1,11.0,116.4,31.1,0.449,MOYEN
Yaoundé,31.79311722678203,47.6505666294946,accident_route,5,2025-08-03 20:21:38,20,6,2.0,12.4,33.3,0.8372,ELEVE
Ngaoundéré,7.296168,13.561031,glissement,3,2025-11-27 22:54:38,22,3,19.0,103.7,32.8,0.6315,MOYEN
Douala,4.06943,9.76249,incendie,4,2025-10-20 11:07:38,11,0,3.0,111.0,20.3,1.0,ELEVE
Garoua,9.295404,13.409623,accident_route,2,2026-05-17 00:58:38,0,6,5.0,64.9,26.6,0.6342,MOYEN
Ngaoundéré,7.31091,13.616692,inondation,4,2025-11-30 19:39:38,19,6,23.0,75.9,37.4,0.6923,ELEVE
Bertoua,4.589025,13.710081,accident_route,1,2026-06-06 13:53:38,13,5,15.0,86.0,18.8,0.508,MOYEN
Ngaoundéré,7.295894,13.561659,glissement,5,2025-08-27 05:16:38,5,2,5.0,19.5,34.6,0.7903,ELEVE
Bertoua,4.544127,13.664579,inondation,4,2025-12-26 05:03:38,5,4,14.0,75.7,19.9,0.8278,ELEVE
Ebolowa,2.932218,11.185035,glissement,1,2025-10-09 09:48:38,9,3,15.0,89.0,26.3,0.3982,MOYEN
Garoua,9.34735,13.398903,pollution,2,2025-08-08 05:40:38,5,4,6.0,65.2,35.4,0.7185,ELEVE
Yaoundé,3.817524,11.524345,glissement,3,2025-10-13 05:56:38,5,0,25.0,114.9,18.8,0.8963,ELEVE
Bertoua,4.551003,13.697648,glissement,2,2025-12-20 19:07:38,19,5,21.0,119.9,18.3,0.6045,MOYEN
Douala,4.013121,9.744458,criminalité,1,2025-08-18 14:51:38,14,0,1.0,57.5,24.2,0.8138,ELEVE
Ngaoundéré,7.331704,13.576408,pollution,4,2025-09-14 10:12:38,10,6,8.0,94.3,32.2,0.7353,ELEVE
Bertoua,4.609867,13.694783,criminalité,4,2026-01-12 05:09:38,5,0,7.0,22.1,21.2,0.526,MOYEN
Yaoundé,3.843399,11.528345,accident_route,5,2025-11-11 08:40:38,8,1,8.0,44.2,30.4,0.8207,ELEVE
Bafoussam,5.506282,10.431415,pollution,4,2025-12-11 07:59:38,7,3,24.0,57.5,18.8,0.5406,MOYEN
Ebolowa,2.939022,11.128741,inondation,3,2026-01-19 15:23:38,15,0,23.0,77.4,18.6,0.6614,ELEVE
Maroua,10.608784,14.319245,pollution,2,2026-04-26 21:06:38,21,6,,,,0.8596,ELEVE
Ebolowa,2.926101,11.137172,incendie,5,2026-04-30 23:51:38,23,3,19.0,87.2,19.2,0.5855,MOYEN
Douala,4.065303,9.726314,criminalité,4,2026-05-28 02:27:38,2,3,20.0,38.1,33.1,0.96,ELEVE
Ngaoundéré,7.363091,13.555924,criminalité,1,2026-03-08 23:33:38,23,6,2.0,36.5,23.4,0.3385,FAIBLE
Garoua,39.78517944953981,59.24071788145655,glissement,2,2026-03-21 20:17:38,20,5,19.0,76.1,34.7,0.8002,ELEVE
Ngaoundéré,7.284196,13.612428,accident_route,4,2025-08-12 15:42:38,15,1,6.0,66.0,28.1,0.5818,MOYEN
Bertoua,4.551507,13.700789,incendie,4,2026-02-04 22:16:38,22,2,3.0,81.9,31.2,0.7917,ELEVE
Ebolowa,2.855784,11.195779,incendie,5,2025-09-23 00:35:38,0,1,4.0,21.7,25.1,0.4685,MOYEN
Garoua,9.272871,13.365284,inondation,2,2026-05-24 07:57:38,7,6,4.0,52.2,32.3,0.6822,ELEVE
Ebolowa,2.90374,11.191986,criminalité,2,2025-11-14 20:10:38,20,4,21.0,7.1,33.4,0.339,FAIBLE
Ngaoundéré,7.299052,13.582959,glissement,4,2026-06-14 09:12:38,9,6,11.0,54.3,22.7,0.6359,MOYEN
Garoua,9.277171,13.371698,criminalité,3,2025-12-02 15:32:38,15,1,24.0,5.1,36.7,0.772,ELEVE
Yaoundé,3.875524,11.475543,inondation,2,2026-05-20 14:57:38,14,2,18.0,30.8,33.1,0.7278,ELEVE
Yaoundé,3.854773,11.510031,glissement,3,2026-06-03 00:06:38,0,2,20.0,58.1,32.8,0.756,ELEVE
Bertoua,4.59279,13.68663,accident_route,3,2025-11-01 03:19:38,3,5,19.0,43.9,23.5,0.7363,ELEVE
Ebolowa,2.89637,11.135335,inondation,1,2025-08-06 22:58:38,22,2,24.0,88.7,34.2,0.3453,FAIBLE
Ngaoundéré,7.293086,13.551439,incendie,5,2026-03-16 01:48:38,1,0,5.0,102.1,27.4,0.8335,ELEVE
Garoua,9.334612,13.429139,glissement,5,2026-05-04 00:40:38,0,0,4.0,75.0,29.6,0.9725,ELEVE
Maroua,10.575236,14.368232,inondation,4,2026-03-29 01:43:38,1,6,22.0,85.7,24.5,1.0,ELEVE
Garoua,9.276464,13.41515,inondation,2,2025-08-30 17:42:38,17,5,16.0,3.2,29.1,0.8505,ELEVE
Ngaoundéré,7.300568,13.599689,criminalité,5,2026-04-27 19:11:38,19,0,22.0,13.0,19.3,0.7884,ELEVE
Bafoussam,5.525408,10.442929,criminalité,2,2025-10-29 22:21:38,22,2,10.0,54.4,25.5,0.4472,MOYEN
Maroua,10.627379,14.295751,inondation,2,2026-06-02 08:06:38,8,1,11.0,49.5,25.1,0.952,ELEVE
Ebolowa,2.895129,11.118344,inondation,5,2026-05-06 22:56:38,22,2,4.0,81.3,29.2,0.7377,ELEVE
Bafoussam,5.488874,10.418269,criminalité,2,2025-09-23 20:45:38,20,1,15.0,74.3,35.3,0.4833,MOYEN
Garoua,9.296474,13.39856,glissement,2,2025-07-19 16:54:38,16,5,15.0,6.1,25.2,0.8433,ELEVE
Bafoussam,5.457547,10.461845,incendie,3,2025-10-02 20:33:38,20,3,3.0,110.7,34.9,0.3634,MOYEN
Bertoua,4.568641,13.722059,accident_route,2,2026-01-30 21:43:38,21,4,15.0,60.3,23.5,0.4941,MOYEN
Bertoua,4.607659,13.696333,inondation,4,2025-11-28 14:44:38,14,4,10.0,100.5,28.0,0.6691,ELEVE
Douala,4.041176,9.773864,inondation,5,2026-03-05 16:28:38,16,3,18.0,18.0,24.6,0.8379,ELEVE
Maroua,10.574469,14.309967,pollution,3,2026-01-09 12:15:38,12,4,13.0,55.1,22.9,0.8696,ELEVE
Douala,4.034661,9.815753,glissement,2,2025-08-22 20:57:38,20,4,7.0,104.2,21.6,0.8206,ELEVE
Yaoundé,3.852449,11.452676,glissement,5,2026-04-14 04:56:38,4,1,16.0,106.7,28.0,0.888,ELEVE
Ebolowa,2.919498,11.186012,criminalité,5,2025-10-25 13:21:38,13,5,4.0,96.5,20.8,0.4061,MOYEN
Douala,4.037021,9.800255,accident_route,5,2026-04-28 15:04:38,15,1,19.0,75.5,21.0,0.8932,ELEVE
Bertoua,4.565176,13.675013,incendie,3,2025-08-28 07:38:38,7,3,11.0,105.3,27.3,0.5206,MOYEN
Ngaoundéré,7.31968,13.566623,pollution,1,2026-02-09 08:17:38,8,0,24.0,100.3,36.5,0.5361,MOYEN
Maroua,10.632895,14.347622,inondation,1,2025-09-23 23:20:38,23,1,18.0,66.6,26.2,0.9097,ELEVE
Bertoua,4.581696,13.666033,glissement,4,2026-03-07 15:36:38,15,5,19.0,20.8,34.3,0.6155,MOYEN
Douala,4.026746,9.753432,incendie,1,2025-08-22 22:51:38,22,4,19.0,19.5,33.3,0.721,ELEVE
Maroua,10.583699,14.355241,glissement,4,2025-10-24 20:49:38,20,4,2.0,21.8,18.0,0.8134,ELEVE
Yaoundé,3.856293,11.47741,inondation,4,2025-12-11 19:24:38,19,3,6.0,10.2,25.4,0.8216,ELEVE
Bertoua,4.55918,13.724979,accident_route,1,2026-04-30 20:03:38,20,3,1.0,85.6,24.0,0.5485,MOYEN
Yaoundé,3.887205,11.515214,inondation,4,2025-08-29 00:03:38,0,4,2.0,31.2,24.5,0.7747,ELEVE
Bertoua,4.605624,13.653472,glissement,5,2026-06-08 16:37:38,16,0,,,,0.7692,ELEVE
Garoua,9.280631,13.370361,criminalité,4,2026-01-05 10:37:38,10,0,7.0,24.7,33.0,0.7324,ELEVE
Douala,4.054065,9.742085,pollution,2,2026-05-30 19:06:38,19,5,7.0,17.7,18.9,0.8382,ELEVE
Bafoussam,5.510574,10.396238,pollution,5,2026-05-12 00:40:38,0,1,15.0,80.1,21.0,0.5887,MOYEN
Ngaoundéré,7.286558,13.628942,pollution,2,2026-05-04 16:10:38,16,0,23.0,89.9,31.3,0.5255,MOYEN
Ngaoundéré,7.332157,13.537066,incendie,3,2026-04-18 02:30:38,2,5,12.0,28.6,23.5,0.5952,MOYEN
Bafoussam,5.496573,10.383262,accident_route,2,2025-08-14 21:46:38,21,3,,,,0.546,MOYEN
Maroua,10.609194,14.33433,criminalité,5,2025-06-22 11:41:38,11,6,13.0,92.1,36.6,1.0,ELEVE
Douala,4.027033,9.737362,accident_route,3,2025-11-18 00:34:38,0,1,3.0,76.7,36.5,0.9201,ELEVE
Maroua,10.585114,14.278346,inondation,3,2026-01-07 03:52:38,3,2,17.0,84.9,33.4,1.0,ELEVE
Garoua,9.297268,13.445099,criminalité,1,2026-03-24 06:11:38,6,1,16.0,64.1,34.7,0.6304,MOYEN
Maroua,10.567174,14.342181,criminalité,5,2025-12-08 12:51:38,12,0,19.0,90.7,19.8,0.9589,ELEVE
Ngaoundéré,7.357845,13.600298,glissement,2,2026-01-24 22:41:38,22,5,2.0,73.0,34.5,0.5844,MOYEN
Garoua,9.30122,13.406539,inondation,4,2025-10-19 00:40:38,0,6,9.0,114.5,24.0,0.8015,ELEVE
Yaoundé,3.868663,11.513101,pollution,3,2026-01-26 13:31:38,13,0,8.0,14.5,22.5,0.7949,ELEVE
Ebolowa,2.853602,11.117522,pollution,1,2025-08-01 20:30:38,20,4,10.0,104.1,36.0,0.2837,FAIBLE
Bafoussam,5.468052,10.399679,incendie,1,2025-08-10 23:23:38,23,6,7.0,10.2,28.3,0.5118,MOYEN
Bafoussam,5.506163,10.425377,glissement,4,2026-06-06 16:37:38,16,5,13.0,85.0,32.7,0.5736,MOYEN
Douala,4.090509,9.812546,inondation,3,2026-01-31 23:08:38,23,5,19.0,6.7,28.7,0.9383,ELEVE
Ebolowa,2.896393,11.197201,incendie,3,2026-03-24 21:21:38,21,1,1.0,93.1,28.1,0.3797,MOYEN
Bafoussam,5.484065,10.367977,inondation,3,2025-08-21 11:21:38,11,3,2.0,20.2,29.5,0.7003,ELEVE
Douala,4.095773,9.728491,accident_route,4,2026-02-09 12:58:38,12,0,20.0,73.2,35.2,1.0,ELEVE
Ngaoundéré,7.365827,13.606517,inondation,1,2026-06-18 07:32:38,7,3,24.0,106.4,26.9,0.4894,MOYEN
Ebolowa,2.933934,11.100382,inondation,2,2026-03-14 05:53:38,5,5,10.0,50.0,31.6,0.4438,MOYEN
Bertoua,4.557904,13.6822,glissement,3,2025-07-21 21:49:38,21,0,18.0,116.1,18.0,0.6887,ELEVE
Garoua,9.272491,13.389485,criminalité,2,2026-01-08 16:11:38,16,3,14.0,106.6,29.4,0.6678,ELEVE
Bafoussam,5.520812,10.463993,glissement,3,2026-01-02 18:06:38,18,4,24.0,30.9,27.5,0.5361,MOYEN
Garoua,9.310128,13.3869,inondation,5,2025-10-14 06:06:38,6,1,2.0,12.0,24.6,0.9545,ELEVE
Douala,4.059531,9.808016,glissement,5,2025-10-08 23:20:38,23,2,8.0,49.7,34.5,1.0,ELEVE
Yaoundé,3.867201,11.497893,criminalité,3,2025-11-12 00:57:38,0,2,25.0,51.5,30.4,0.6612,ELEVE
Ngaoundéré,7.306163,13.552861,glissement,1,2025-07-30 09:07:38,9,2,3.0,19.8,19.1,0.6008,MOYEN
Garoua,9.33164,13.392924,criminalité,2,2026-04-02 09:27:38,9,3,14.0,89.5,33.3,0.7217,ELEVE
Garoua,9.285396,13.4203,pollution,1,2025-11-15 19:22:38,19,5,10.0,31.8,18.0,0.7329,ELEVE
Bafoussam,5.476687,10.392678,inondation,1,2025-11-21 23:34:38,23,4,4.0,79.5,23.4,0.3997,MOYEN
Ebolowa,2.938008,11.165088,criminalité,5,2026-03-05 14:23:38,14,3,1.0,63.6,19.0,0.6187,MOYEN
Ngaoundéré,7.334704,13.556938,inondation,3,2025-09-18 17:53:38,17,3,18.0,78.9,35.4,0.5877,MOYEN
Garoua,9.305064,13.410743,pollution,4,2026-02-06 00:11:38,0,4,19.0,118.8,24.1,0.8436,ELEVE
Douala,4.010768,9.762937,pollution,5,2026-02-21 04:28:38,4,5,22.0,85.2,31.5,1.0,ELEVE
Yaoundé,3.837654,11.514309,criminalité,5,2026-05-19 16:12:38,16,1,20.0,57.1,21.0,0.9702,ELEVE
Bertoua,4.562303,13.668521,criminalité,2,2025-09-04 06:36:38,6,3,1.0,107.1,35.2,0.5908,MOYEN
Yaoundé,3.817954,11.520123,glissement,5,2026-01-07 03:54:38,3,2,6.0,72.3,36.4,0.903,ELEVE
Bafoussam,5.441448,10.37506,glissement,3,2025-11-04 14:37:38,14,1,15.0,87.3,22.7,0.5374,MOYEN
Douala,4.0814,9.769701,inondation,2,2026-01-01 06:42:38,6,3,4.0,40.6,22.2,0.9865,ELEVE
Ngaoundéré,7.374487,13.60759,accident_route,1,2025-08-05 17:35:38,17,1,19.0,70.5,18.4,0.4924,MOYEN
Douala,4.03591,9.755074,inondation,2,2026-06-07 17:11:38,17,6,5.0,25.2,37.6,0.8781,ELEVE
Bertoua,4.587848,13.683277,inondation,5,2025-06-20 12:42:38,12,4,20.0,115.6,30.8,0.9768,ELEVE
Ebolowa,2.873878,11.111047,inondation,4,2026-05-08 15:03:38,15,4,21.0,78.9,25.9,0.7063,ELEVE
Ebolowa,2.852497,11.144904,incendie,5,2025-09-17 06:39:38,6,2,13.0,93.1,37.8,0.738,ELEVE
Maroua,10.58756,14.299173,criminalité,2,2026-02-16 02:33:38,2,0,15.0,109.9,21.6,1.0,ELEVE
Bertoua,4.545104,13.650362,inondation,2,2025-09-04 04:29:38,4,3,19.0,91.0,36.8,0.7401,ELEVE
Ngaoundéré,7.312424,13.610891,inondation,2,2026-04-16 14:40:38,14,3,23.0,98.5,36.6,0.7748,ELEVE
Bertoua,4.559797,13.72244,accident_route,3,2025-12-08 18:09:38,18,0,4.0,30.6,29.7,0.6064,MOYEN
Yaoundé,3.864178,11.45978,inondation,3,2026-06-11 14:10:38,14,3,2.0,114.7,19.2,0.7635,ELEVE
Bafoussam,5.500806,10.423207,accident_route,3,2026-04-05 07:29:38,7,6,7.0,70.0,37.4,0.5652,MOYEN
Yaoundé,3.874551,11.467991,incendie,2,2025-07-18 18:41:38,18,4,13.0,8.6,27.4,0.8118,ELEVE
Douala,4.085433,9.766409,glissement,1,2025-12-30 20:48:38,20,1,23.0,7.8,20.6,0.9507,ELEVE
Bafoussam,5.433297,10.42113,inondation,2,2025-11-04 03:44:38,3,1,24.0,6.7,37.9,0.594,MOYEN
Ebolowa,2.934417,11.180567,criminalité,4,2025-07-09 15:09:38,15,2,13.0,17.3,30.2,0.5143,MOYEN
Yaoundé,3.891321,11.47865,inondation,1,2026-03-12 19:34:38,19,3,18.0,53.4,29.5,0.6673,ELEVE
Ebolowa,2.856726,11.109492,accident_route,3,2025-08-06 14:58:38,14,2,22.0,66.3,18.6,0.5175,MOYEN
Garoua,9.342485,13.383239,pollution,3,2025-09-12 09:21:38,9,4,21.0,30.9,21.7,0.5642,MOYEN
Bertoua,4.574601,13.728328,inondation,0,2026-01-17 02:41:38,2,5,20.0,110.5,35.5,0.4777,MOYEN
Yaoundé,3.805624,11.47957,glissement,4,2026-04-26 07:12:38,7,6,5.0,36.3,30.5,1.0,ELEVE
Douala,4.081797,9.763866,accident_route,5,2026-02-28 00:04:38,0,5,10.0,79.5,27.8,1.0,ELEVE
Yaoundé,3.81081,11.485927,inondation,1,2025-08-05 14:22:38,14,1,20.0,52.2,19.3,0.7031,ELEVE
Douala,4.067237,9.73642,inondation,2,2026-04-25 03:44:38,3,5,1.0,107.6,33.5,0.7923,ELEVE
Bertoua,4.55086,13.678844,pollution,2,2025-11-15 10:52:38,10,5,10.0,68.2,20.1,0.5431,MOYEN
Bafoussam,5.524214,10.405948,incendie,1,2026-05-30 10:45:38,10,5,3.0,1.4,20.0,0.4396,MOYEN
Ngaoundéré,7.309105,13.584063,inondation,5,2026-05-27 05:18:38,5,2,13.0,27.9,25.9,0.719,ELEVE
Ngaoundéré,7.289178,13.549086,glissement,5,2026-01-10 03:22:38,3,5,9.0,4.4,30.9,0.6381,MOYEN
Maroua,10.628351,14.344121,accident_route,4,2025-11-11 18:31:38,18,1,25.0,111.2,28.3,1.0,ELEVE
Douala,4.024083,9.773166,incendie,4,2026-05-24 08:49:38,8,6,4.0,88.1,23.9,1.0,ELEVE
Bertoua,4.598615,13.650769,inondation,3,2026-04-08 02:23:38,2,2,6.0,66.2,31.2,0.5296,MOYEN
Douala,4.086902,9.817663,criminalité,3,2026-03-12 10:02:38,10,3,11.0,103.2,26.2,0.9405,ELEVE
Maroua,10.603229,14.335072,incendie,5,2026-06-02 03:16:38,3,1,13.0,98.2,37.1,1.0,ELEVE
Bertoua,4.625701,13.67291,accident_route,4,2025-08-25 05:26:38,5,0,1.0,108.8,29.8,0.6188,MOYEN
Garoua,9.318109,13.427543,glissement,4,2026-06-07 08:44:38,8,6,4.0,59.0,37.8,0.9236,ELEVE
Garoua,9.31585,13.37374,inondation,1,2025-06-29 21:48:38,21,6,9.0,42.8,21.2,0.6883,ELEVE
Yaoundé,3.804735,11.510317,glissement,3,2025-08-26 22:47:38,22,1,19.0,50.5,28.9,0.7955,ELEVE
Bafoussam,5.443744,10.392024,pollution,5,2026-04-07 19:20:38,19,1,4.0,56.2,24.1,0.7193,ELEVE
Maroua,10.642591,14.28379,accident_route,1,2025-11-12 10:16:38,10,2,2.0,19.5,29.4,0.7268,ELEVE
Garoua,9.260367,13.383772,criminalité,3,2026-01-30 00:53:38,0,4,13.0,40.3,31.6,0.813,ELEVE
Ebolowa,2.900942,11.19967,glissement,3,2025-08-25 07:33:38,7,0,8.0,12.0,30.4,0.5058,MOYEN
Garoua,9.345112,13.434632,criminalité,5,2026-01-03 13:09:38,13,5,2.0,38.2,29.1,0.9069,ELEVE
Maroua,10.64328,14.285472,criminalité,4,2025-11-18 05:50:38,5,1,2.0,82.8,36.1,0.9804,ELEVE
Yaoundé,3.895349,11.548988,glissement,4,2026-03-06 19:32:38,19,4,23.0,60.1,26.3,0.7181,ELEVE
Maroua,10.568266,14.3099,accident_route,2,2025-08-20 22:05:38,22,2,15.0,98.9,21.8,0.8235,ELEVE
Garoua,9.254701,13.406627,incendie,3,2026-01-07 20:59:38,20,2,19.0,24.0,37.9,0.7824,ELEVE
Bertoua,4.541827,13.729393,glissement,5,2025-11-09 14:41:38,14,6,,,,0.7332,ELEVE
Maroua,10.607897,14.337556,accident_route,3,2025-10-19 12:55:38,12,6,13.0,68.6,34.8,0.8039,ELEVE
Bafoussam,5.457075,10.383122,inondation,1,2026-05-31 17:17:38,17,6,4.0,113.0,29.4,0.4185,MOYEN
Douala,4.003012,9.765584,accident_route,5,2025-11-12 23:36:38,23,2,25.0,57.1,20.5,0.7648,ELEVE
