ville,latitude,longitude,type_incident,gravite,date_signalement,heure,jour_semaine,nb_signalements_30j,precipitation_mm,temperature_c,risk_score,niveau_risque,annee,mois
Garoua,9.3479,13.3728,criminalité,4,2026-03-14 23:26:38,23,5,22.0,104.0,27.5,0.7008,ELEVE,2026,3
Douala,4.05,9.7581,glissement,3,2025-08-11 10:56:38,10,0,3.0,68.6,23.0,0.9491,ELEVE,2025,8
Douala,4.0652,9.8001,glissement,2,2026-03-23 02:52:38,2,0,21.0,7.9,31.4,0.8723,ELEVE,2026,3
Ebolowa,2.9094,11.101,inondation,5,2026-02-12 20:27:38,20,3,4.0,98.6,21.5,0.5628,MOYEN,2026,2
Ngaoundéré,7.3463,13.6135,glissement,2,2026-05-18 07:37:38,7,0,5.0,111.7,28.5,0.6255,MOYEN,2026,5
Garoua,9.2575,13.3958,inondation,1,2026-04-14 08:22:38,8,1,23.0,71.5,25.4,0.6457,MOYEN,2026,4
Garoua,9.2949,13.3548,incendie,3,2026-06-14 23:56:38,23,6,22.0,28.0,23.3,0.7949,ELEVE,2026,6
Ebolowa,2.9409,11.1722,inondation,5,2025-12-20 20:35:38,20,5,10.0,48.1,30.6,0.5298,MOYEN,2025,12
Yaoundé,3.8744,11.5145,accident_route,3,2026-05-17 00:14:38,0,6,23.0,101.1,33.8,0.625,MOYEN,2026,5
Bertoua,4.5426,13.6684,criminalité,5,2026-05-07 07:06:38,7,3,14.0,28.8,21.1,0.7937,ELEVE,2026,5
Yaoundé,3.8954,11.5507,accident_route,5,2026-04-03 20:34:38,20,4,4.0,49.3,35.5,0.7893,ELEVE,2026,4
Yaoundé,3.8105,11.5315,glissement,2,2025-11-21 08:16:38,8,4,4.0,75.7,25.2,0.7278,ELEVE,2025,11
Douala,4.0285,9.7258,pollution,2,2025-06-21 20:14:38,20,5,21.0,115.7,23.8,0.8655,ELEVE,2025,6
Maroua,10.6115,14.3242,incendie,2,2026-01-30 06:23:38,6,4,21.0,38.1,32.1,0.9118,ELEVE,2026,1
Garoua,9.2856,13.3817,criminalité,1,2025-09-17 23:48:38,23,2,6.0,112.1,18.7,0.5276,MOYEN,2025,9
Garoua,9.3187,13.4308,pollution,2,2025-12-29 03:02:38,3,0,8.0,64.5,26.5,0.9588,ELEVE,2025,12
Bertoua,4.5457,13.7233,accident_route,4,2025-12-10 15:23:38,15,2,23.0,59.7,36.5,0.6426,MOYEN,2025,12
Bafoussam,5.446,10.447,inondation,4,2026-01-28 09:43:38,9,2,10.0,108.4,30.1,0.5872,MOYEN,2026,1
Yaoundé,3.8706,11.5497,accident_route,1,2025-10-05 06:05:38,6,6,9.0,79.3,21.1,0.5579,MOYEN,2025,10
Ngaoundéré,7.3295,13.6302,glissement,2,2026-04-20 14:45:38,14,0,16.0,90.3,26.3,0.5321,MOYEN,2026,4
Bafoussam,5.4431,10.4407,inondation,3,2025-09-21 02:17:38,2,6,20.0,116.3,30.8,0.5826,MOYEN,2025,9
Maroua,10.6428,14.3075,accident_route,3,2026-06-18 11:09:38,11,3,14.0,10.4,35.5,0.927,ELEVE,2026,6
Maroua,10.5726,14.3569,accident_route,5,2026-05-16 22:09:38,22,5,15.0,93.7,36.8,1.0,ELEVE,2026,5
Garoua,9.3509,13.3518,glissement,5,2026-01-13 07:12:38,7,1,22.0,16.8,18.5,0.9742,ELEVE,2026,1
Yaoundé,3.8002,11.5185,inondation,2,2026-06-15 03:42:38,3,0,4.0,15.1,22.7,0.7907,ELEVE,2026,6
Garoua,9.3143,13.3728,accident_route,2,2026-01-09 17:27:38,17,4,11.0,93.1,25.6,0.7446,ELEVE,2026,1
Yaoundé,3.8467,11.5394,incendie,3,2025-10-31 12:56:38,12,4,11.0,20.4,25.5,0.8647,ELEVE,2025,10
Yaoundé,3.8139,11.4681,glissement,5,2025-09-25 01:24:38,1,3,1.0,14.4,36.7,1.0,ELEVE,2025,9
Ebolowa,2.8778,11.1798,inondation,2,2026-02-15 16:01:38,16,6,7.0,0.5,35.2,0.4651,MOYEN,2026,2
Garoua,9.3183,13.3551,incendie,3,2026-05-28 08:28:38,8,3,22.0,16.8,25.6,0.8346,ELEVE,2026,5
Ngaoundéré,7.3593,13.591,glissement,5,2025-11-25 20:01:38,20,1,25.0,104.6,34.4,0.7253,ELEVE,2025,11
Yaoundé,3.8931,11.5122,accident_route,4,2025-09-08 06:21:38,6,0,18.0,107.5,27.2,0.7225,ELEVE,2025,9
Maroua,10.5618,14.2757,inondation,1,2025-11-24 00:22:38,0,0,1.0,39.8,32.8,0.845,ELEVE,2025,11
Bertoua,4.5606,13.6812,criminalité,1,2026-02-07 01:07:38,1,5,3.0,67.0,18.2,0.5764,MOYEN,2026,2
Maroua,10.6086,14.2992,incendie,1,2025-09-01 14:42:38,14,0,19.0,50.6,36.7,0.7915,ELEVE,2025,9
Bertoua,4.6012,13.6682,inondation,2,2025-07-02 17:19:38,17,2,13.0,17.7,31.1,0.6124,MOYEN,2025,7
Yaoundé,3.8895,11.4772,pollution,1,2025-08-14 03:39:38,3,3,11.0,102.3,19.7,0.6212,MOYEN,2025,8
Yaoundé,3.8061,11.4924,accident_route,3,2026-01-01 13:16:38,13,3,9.0,64.8,23.7,0.6766,ELEVE,2026,1
Garoua,9.3084,13.4137,inondation,1,2025-09-21 16:08:38,16,6,14.0,52.9,36.3,0.8491,ELEVE,2025,9
Bafoussam,5.5267,10.4423,glissement,1,2026-02-26 05:18:38,5,3,9.0,3.9,25.4,0.3474,FAIBLE,2026,2
Bafoussam,5.5076,10.3941,criminalité,2,2025-06-21 23:20:38,23,5,23.0,71.3,23.8,0.308,FAIBLE,2025,6
Bertoua,4.6247,13.6412,criminalité,5,2025-10-14 22:59:38,22,1,25.0,118.2,20.5,0.7517,ELEVE,2025,10
Maroua,10.5574,14.3154,incendie,3,2025-09-07 18:52:38,18,6,1.0,62.8,33.2,1.0,ELEVE,2025,9
Maroua,10.613,14.2807,pollution,3,2026-03-08 08:23:38,8,6,21.0,82.6,31.9,0.9018,ELEVE,2026,3
Garoua,9.2542,13.4406,inondation,3,2025-07-20 01:25:38,1,6,12.0,92.0,38.0,0.9419,ELEVE,2025,7
Bafoussam,5.4555,10.4158,incendie,2,2026-01-10 08:11:38,8,5,1.0,118.4,34.3,0.6854,ELEVE,2026,1
Ebolowa,2.9386,11.1934,inondation,3,2025-10-03 04:32:38,4,4,25.0,47.5,26.9,0.5315,MOYEN,2025,10
Bertoua,4.5611,13.6485,incendie,2,2026-04-08 14:28:38,14,2,22.0,27.4,20.0,0.6219,MOYEN,2026,4
Douala,4.0565,9.7184,incendie,5,2025-10-30 15:27:38,15,3,9.0,28.5,27.4,1.0,ELEVE,2025,10
Yaoundé,3.8576,11.4955,accident_route,2,2026-06-01 02:49:38,2,0,8.0,21.0,25.3,0.517,MOYEN,2026,6
Douala,4.0906,9.7979,inondation,5,2026-05-30 03:05:38,3,5,16.0,25.1,36.1,1.0,ELEVE,2026,5
Garoua,9.3266,13.3929,incendie,4,2026-02-17 18:01:38,18,1,17.0,104.4,18.2,0.8104,ELEVE,2026,2
Garoua,9.2739,13.3939,incendie,4,2025-07-30 21:17:38,21,2,13.0,20.1,26.8,0.7803,ELEVE,2025,7
Maroua,10.5881,14.2766,glissement,1,2025-10-06 16:39:38,16,0,4.0,89.6,33.1,0.9483,ELEVE,2025,10
Garoua,9.2601,13.4347,inondation,5,2026-06-07 21:47:38,21,6,23.0,73.2,26.6,0.8287,ELEVE,2026,6
Douala,4.0639,9.7514,glissement,1,2026-02-09 17:05:38,17,0,19.0,42.3,19.0,1.0,ELEVE,2026,2
Ngaoundéré,7.3284,13.604,pollution,1,2025-11-06 14:02:38,14,3,9.0,13.7,37.2,0.5461,MOYEN,2025,11
Bafoussam,5.4873,10.3716,criminalité,2,2025-09-12 00:16:38,0,4,9.0,118.7,30.8,0.4754,MOYEN,2025,9
Maroua,10.5922,14.3287,glissement,2,2025-11-18 17:15:38,17,1,6.0,36.3,32.2,0.9011,ELEVE,2025,11
Yaoundé,3.8286,11.5343,inondation,4,2026-03-15 23:33:38,23,6,10.0,88.0,21.4,0.8336,ELEVE,2026,3
Bertoua,4.6217,13.688,pollution,1,2025-08-06 11:19:38,11,2,5.0,57.2,26.9,0.55,MOYEN,2025,8
Ebolowa,2.9077,11.1493,incendie,4,2025-11-09 23:08:38,23,6,3.0,56.4,33.0,0.541,MOYEN,2025,11
Bertoua,4.6188,13.7153,criminalité,2,2025-10-30 10:35:38,10,3,17.0,85.6,31.2,0.6073,MOYEN,2025,10
Bertoua,4.5944,13.6616,glissement,5,2026-03-24 01:20:38,1,1,3.0,71.8,35.8,0.9412,ELEVE,2026,3
Garoua,9.2883,13.373,inondation,3,2025-10-25 07:17:38,7,5,16.0,17.1,30.6,0.9908,ELEVE,2025,10
Ebolowa,2.8889,11.1011,inondation,4,2026-04-08 21:28:38,21,2,13.0,60.1,27.9,0.5917,MOYEN,2026,4
Bertoua,4.5699,13.6609,criminalité,4,2026-01-18 18:05:38,18,6,25.0,61.5,24.9,0.6808,ELEVE,2026,1
Ngaoundéré,7.2847,13.5757,inondation,2,2025-09-30 01:03:38,1,1,17.0,113.8,27.0,0.5034,MOYEN,2025,9
Ngaoundéré,7.3043,13.5348,glissement,2,2025-08-15 01:07:38,1,4,11.0,99.9,34.4,0.481,MOYEN,2025,8
Bertoua,4.6171,13.6808,criminalité,1,2026-05-31 06:33:38,6,6,4.0,7.3,32.6,0.575,MOYEN,2026,5
Yaoundé,3.8778,11.4917,accident_route,4,2025-07-17 19:25:38,19,3,2.0,38.3,29.3,0.7365,ELEVE,2025,7
Yaoundé,3.8208,11.4733,glissement,2,2025-08-12 23:50:38,23,1,19.0,57.9,29.4,0.7239,ELEVE,2025,8
Maroua,10.6399,14.2985,inondation,5,2026-03-09 02:36:38,2,0,13.0,60.1,27.9,0.9427,ELEVE,2026,3
Ebolowa,2.8871,11.1601,accident_route,1,2026-04-14 01:36:38,1,1,3.0,17.1,32.6,0.4249,MOYEN,2026,4
Ebolowa,2.9164,11.1937,inondation,1,2026-06-14 14:57:38,14,6,16.0,101.4,30.9,0.4943,MOYEN,2026,6
Yaoundé,3.8733,11.529,criminalité,1,2025-07-26 17:38:38,17,5,15.0,71.1,24.5,0.5587,MOYEN,2025,7
Bafoussam,5.4997,10.4579,inondation,1,2026-01-24 12:10:38,12,5,22.0,75.0,27.6,0.41,MOYEN,2026,1
Douala,4.0815,9.7316,criminalité,2,2026-01-22 15:45:38,15,3,14.0,30.3,24.0,0.7521,ELEVE,2026,1
Garoua,9.2667,13.4297,criminalité,1,2026-05-18 21:32:38,21,0,20.0,116.7,24.5,0.6764,ELEVE,2026,5
Douala,4.0563,9.774,criminalité,2,2025-12-15 21:38:38,21,0,21.0,97.8,22.7,0.9143,ELEVE,2025,12
Maroua,10.5776,14.364,accident_route,4,2026-06-08 18:21:38,18,0,10.0,23.9,25.7,1.0,ELEVE,2026,6
Ebolowa,2.8884,11.1025,criminalité,3,2026-04-21 06:52:38,6,1,11.0,116.4,31.1,0.449,MOYEN,2026,4
Ngaoundéré,7.2962,13.561,glissement,3,2025-11-27 22:54:38,22,3,19.0,103.7,32.8,0.6315,MOYEN,2025,11
Douala,4.0694,9.7625,incendie,4,2025-10-20 11:07:38,11,0,3.0,111.0,20.3,1.0,ELEVE,2025,10
Garoua,9.2954,13.4096,accident_route,2,2026-05-17 00:58:38,0,6,5.0,64.9,26.6,0.6342,MOYEN,2026,5
Ngaoundéré,7.3109,13.6167,inondation,4,2025-11-30 19:39:38,19,6,23.0,75.9,37.4,0.6923,ELEVE,2025,11
Bertoua,4.589,13.7101,accident_route,1,2026-06-06 13:53:38,13,5,15.0,86.0,18.8,0.508,MOYEN,2026,6
Ngaoundéré,7.2959,13.5617,glissement,5,2025-08-27 05:16:38,5,2,5.0,19.5,34.6,0.7903,ELEVE,2025,8
Bertoua,4.5441,13.6646,inondation,4,2025-12-26 05:03:38,5,4,14.0,75.7,19.9,0.8278,ELEVE,2025,12
Ebolowa,2.9322,11.185,glissement,1,2025-10-09 09:48:38,9,3,15.0,89.0,26.3,0.3982,MOYEN,2025,10
Garoua,9.3474,13.3989,pollution,2,2025-08-08 05:40:38,5,4,6.0,65.2,35.4,0.7185,ELEVE,2025,8
Yaoundé,3.8175,11.5243,glissement,3,2025-10-13 05:56:38,5,0,25.0,114.9,18.8,0.8963,ELEVE,2025,10
Bertoua,4.551,13.6976,glissement,2,2025-12-20 19:07:38,19,5,21.0,119.9,18.3,0.6045,MOYEN,2025,12
Ngaoundéré,7.3317,13.5764,pollution,4,2025-09-14 10:12:38,10,6,8.0,94.3,32.2,0.7353,ELEVE,2025,9
Bertoua,4.6099,13.6948,criminalité,4,2026-01-12 05:09:38,5,0,7.0,22.1,21.2,0.526,MOYEN,2026,1
Yaoundé,3.8434,11.5283,accident_route,5,2025-11-11 08:40:38,8,1,8.0,44.2,30.4,0.8207,ELEVE,2025,11
Bafoussam,5.5063,10.4314,pollution,4,2025-12-11 07:59:38,7,3,24.0,57.5,18.8,0.5406,MOYEN,2025,12
Ebolowa,2.939,11.1287,inondation,3,2026-01-19 15:23:38,15,0,23.0,77.4,18.6,0.6614,ELEVE,2026,1
Maroua,10.6088,14.3192,pollution,2,2026-04-26 21:06:38,21,6,13.0,60.1,27.9,0.8596,ELEVE,2026,4
Ebolowa,2.9261,11.1372,incendie,5,2026-04-30 23:51:38,23,3,19.0,87.2,19.2,0.5855,MOYEN,2026,4
Douala,4.0653,9.7263,criminalité,4,2026-05-28 02:27:38,2,3,20.0,38.1,33.1,0.96,ELEVE,2026,5
Ngaoundéré,7.3631,13.5559,criminalité,1,2026-03-08 23:33:38,23,6,2.0,36.5,23.4,0.3385,FAIBLE,2026,3
Bertoua,4.5515,13.7008,incendie,4,2026-02-04 22:16:38,22,2,3.0,81.9,31.2,0.7917,ELEVE,2026,2
Ebolowa,2.8558,11.1958,incendie,5,2025-09-23 00:35:38,0,1,4.0,21.7,25.1,0.4685,MOYEN,2025,9
Garoua,9.2729,13.3653,inondation,2,2026-05-24 07:57:38,7,6,4.0,52.2,32.3,0.6822,ELEVE,2026,5
Ngaoundéré,7.2991,13.583,glissement,4,2026-06-14 09:12:38,9,6,11.0,54.3,22.7,0.6359,MOYEN,2026,6
Garoua,9.2772,13.3717,criminalité,3,2025-12-02 15:32:38,15,1,24.0,5.1,36.7,0.772,ELEVE,2025,12
Yaoundé,3.8755,11.4755,inondation,2,2026-05-20 14:57:38,14,2,18.0,30.8,33.1,0.7278,ELEVE,2026,5
Yaoundé,3.8548,11.51,glissement,3,2026-06-03 00:06:38,0,2,20.0,58.1,32.8,0.756,ELEVE,2026,6
Bertoua,4.5928,13.6866,accident_route,3,2025-11-01 03:19:38,3,5,19.0,43.9,23.5,0.7363,ELEVE,2025,11
Ebolowa,2.8964,11.1353,inondation,1,2025-08-06 22:58:38,22,2,24.0,88.7,34.2,0.3453,FAIBLE,2025,8
Ngaoundéré,7.2931,13.5514,incendie,5,2026-03-16 01:48:38,1,0,5.0,102.1,27.4,0.8335,ELEVE,2026,3
Garoua,9.3346,13.4291,glissement,5,2026-05-04 00:40:38,0,0,4.0,75.0,29.6,0.9725,ELEVE,2026,5
Maroua,10.5752,14.3682,inondation,4,2026-03-29 01:43:38,1,6,22.0,85.7,24.5,1.0,ELEVE,2026,3
Garoua,9.2765,13.4152,inondation,2,2025-08-30 17:42:38,17,5,16.0,3.2,29.1,0.8505,ELEVE,2025,8
Ngaoundéré,7.3006,13.5997,criminalité,5,2026-04-27 19:11:38,19,0,22.0,13.0,19.3,0.7884,ELEVE,2026,4
Bafoussam,5.5254,10.4429,criminalité,2,2025-10-29 22:21:38,22,2,10.0,54.4,25.5,0.4472,MOYEN,2025,10
Maroua,10.6274,14.2958,inondation,2,2026-06-02 08:06:38,8,1,11.0,49.5,25.1,0.952,ELEVE,2026,6
Ebolowa,2.8951,11.1183,inondation,5,2026-05-06 22:56:38,22,2,4.0,81.3,29.2,0.7377,ELEVE,2026,5
Bafoussam,5.4889,10.4183,criminalité,2,2025-09-23 20:45:38,20,1,15.0,74.3,35.3,0.4833,MOYEN,2025,9
Garoua,9.2965,13.3986,glissement,2,2025-07-19 16:54:38,16,5,15.0,6.1,25.2,0.8433,ELEVE,2025,7
Bafoussam,5.4575,10.4618,incendie,3,2025-10-02 20:33:38,20,3,3.0,110.7,34.9,0.3634,MOYEN,2025,10
Bertoua,4.6077,13.6963,inondation,4,2025-11-28 14:44:38,14,4,10.0,100.5,28.0,0.6691,ELEVE,2025,11
Douala,4.0412,9.7739,inondation,5,2026-03-05 16:28:38,16,3,18.0,18.0,24.6,0.8379,ELEVE,2026,3
Maroua,10.5745,14.31,pollution,3,2026-01-09 12:15:38,12,4,13.0,55.1,22.9,0.8696,ELEVE,2026,1
Douala,4.0347,9.8158,glissement,2,2025-08-22 20:57:38,20,4,7.0,104.2,21.6,0.8206,ELEVE,2025,8
Yaoundé,3.8524,11.4527,glissement,5,2026-04-14 04:56:38,4,1,16.0,106.7,28.0,0.888,ELEVE,2026,4
Ebolowa,2.9195,11.186,criminalité,5,2025-10-25 13:21:38,13,5,4.0,96.5,20.8,0.4061,MOYEN,2025,10
Douala,4.037,9.8003,accident_route,5,2026-04-28 15:04:38,15,1,19.0,75.5,21.0,0.8932,ELEVE,2026,4
Bertoua,4.5652,13.675,incendie,3,2025-08-28 07:38:38,7,3,11.0,105.3,27.3,0.5206,MOYEN,2025,8
Ngaoundéré,7.3197,13.5666,pollution,1,2026-02-09 08:17:38,8,0,24.0,100.3,36.5,0.5361,MOYEN,2026,2
Maroua,10.6329,14.3476,inondation,1,2025-09-23 23:20:38,23,1,18.0,66.6,26.2,0.9097,ELEVE,2025,9
Bertoua,4.5817,13.666,glissement,4,2026-03-07 15:36:38,15,5,19.0,20.8,34.3,0.6155,MOYEN,2026,3
Douala,4.0267,9.7534,incendie,1,2025-08-22 22:51:38,22,4,19.0,19.5,33.3,0.721,ELEVE,2025,8
Maroua,10.5837,14.3552,glissement,4,2025-10-24 20:49:38,20,4,2.0,21.8,18.0,0.8134,ELEVE,2025,10
Yaoundé,3.8563,11.4774,inondation,4,2025-12-11 19:24:38,19,3,6.0,10.2,25.4,0.8216,ELEVE,2025,12
Bertoua,4.5592,13.725,accident_route,1,2026-04-30 20:03:38,20,3,1.0,85.6,24.0,0.5485,MOYEN,2026,4
Yaoundé,3.8872,11.5152,inondation,4,2025-08-29 00:03:38,0,4,2.0,31.2,24.5,0.7747,ELEVE,2025,8
Bertoua,4.6056,13.6535,glissement,5,2026-06-08 16:37:38,16,0,13.0,60.1,27.9,0.7692,ELEVE,2026,6
Garoua,9.2806,13.3704,criminalité,4,2026-01-05 10:37:38,10,0,7.0,24.7,33.0,0.7324,ELEVE,2026,1
Douala,4.0541,9.7421,pollution,2,2026-05-30 19:06:38,19,5,7.0,17.7,18.9,0.8382,ELEVE,2026,5
Bafoussam,5.5106,10.3962,pollution,5,2026-05-12 00:40:38,0,1,15.0,80.1,21.0,0.5887,MOYEN,2026,5
Ngaoundéré,7.2866,13.6289,pollution,2,2026-05-04 16:10:38,16,0,23.0,89.9,31.3,0.5255,MOYEN,2026,5
Ngaoundéré,7.3322,13.5371,incendie,3,2026-04-18 02:30:38,2,5,12.0,28.6,23.5,0.5952,MOYEN,2026,4
Bafoussam,5.4966,10.3833,accident_route,2,2025-08-14 21:46:38,21,3,13.0,60.1,27.9,0.546,MOYEN,2025,8
Maroua,10.6092,14.3343,criminalité,5,2025-06-22 11:41:38,11,6,13.0,92.1,36.6,1.0,ELEVE,2025,6
Douala,4.027,9.7374,accident_route,3,2025-11-18 00:34:38,0,1,3.0,76.7,36.5,0.9201,ELEVE,2025,11
Maroua,10.5851,14.2783,inondation,3,2026-01-07 03:52:38,3,2,17.0,84.9,33.4,1.0,ELEVE,2026,1
Garoua,9.2973,13.4451,criminalité,1,2026-03-24 06:11:38,6,1,16.0,64.1,34.7,0.6304,MOYEN,2026,3
Maroua,10.5672,14.3422,criminalité,5,2025-12-08 12:51:38,12,0,19.0,90.7,19.8,0.9589,ELEVE,2025,12
Ngaoundéré,7.3578,13.6003,glissement,2,2026-01-24 22:41:38,22,5,2.0,73.0,34.5,0.5844,MOYEN,2026,1
Garoua,9.3012,13.4065,inondation,4,2025-10-19 00:40:38,0,6,9.0,114.5,24.0,0.8015,ELEVE,2025,10
Yaoundé,3.8687,11.5131,pollution,3,2026-01-26 13:31:38,13,0,8.0,14.5,22.5,0.7949,ELEVE,2026,1
Ebolowa,2.8536,11.1175,pollution,1,2025-08-01 20:30:38,20,4,10.0,104.1,36.0,0.2837,FAIBLE,2025,8
Bafoussam,5.4681,10.3997,incendie,1,2025-08-10 23:23:38,23,6,7.0,10.2,28.3,0.5118,MOYEN,2025,8
Bafoussam,5.5062,10.4254,glissement,4,2026-06-06 16:37:38,16,5,13.0,85.0,32.7,0.5736,MOYEN,2026,6
Douala,4.0905,9.8125,inondation,3,2026-01-31 23:08:38,23,5,19.0,6.7,28.7,0.9383,ELEVE,2026,1
Bafoussam,5.4841,10.368,inondation,3,2025-08-21 11:21:38,11,3,2.0,20.2,29.5,0.7003,ELEVE,2025,8
Douala,4.0958,9.7285,accident_route,4,2026-02-09 12:58:38,12,0,20.0,73.2,35.2,1.0,ELEVE,2026,2
Ngaoundéré,7.3658,13.6065,inondation,1,2026-06-18 07:32:38,7,3,24.0,106.4,26.9,0.4894,MOYEN,2026,6
Ebolowa,2.9339,11.1004,inondation,2,2026-03-14 05:53:38,5,5,10.0,50.0,31.6,0.4438,MOYEN,2026,3
Bertoua,4.5579,13.6822,glissement,3,2025-07-21 21:49:38,21,0,18.0,116.1,18.0,0.6887,ELEVE,2025,7
Garoua,9.2725,13.3895,criminalité,2,2026-01-08 16:11:38,16,3,14.0,106.6,29.4,0.6678,ELEVE,2026,1
Bafoussam,5.5208,10.464,glissement,3,2026-01-02 18:06:38,18,4,24.0,30.9,27.5,0.5361,MOYEN,2026,1
Garoua,9.3101,13.3869,inondation,5,2025-10-14 06:06:38,6,1,2.0,12.0,24.6,0.9545,ELEVE,2025,10
Douala,4.0595,9.808,glissement,5,2025-10-08 23:20:38,23,2,8.0,49.7,34.5,1.0,ELEVE,2025,10
Yaoundé,3.8672,11.4979,criminalité,3,2025-11-12 00:57:38,0,2,25.0,51.5,30.4,0.6612,ELEVE,2025,11
Ngaoundéré,7.3062,13.5529,glissement,1,2025-07-30 09:07:38,9,2,3.0,19.8,19.1,0.6008,MOYEN,2025,7
Garoua,9.3316,13.3929,criminalité,2,2026-04-02 09:27:38,9,3,14.0,89.5,33.3,0.7217,ELEVE,2026,4
Bafoussam,5.4767,10.3927,inondation,1,2025-11-21 23:34:38,23,4,4.0,79.5,23.4,0.3997,MOYEN,2025,11
Ebolowa,2.938,11.1651,criminalité,5,2026-03-05 14:23:38,14,3,1.0,63.6,19.0,0.6187,MOYEN,2026,3
Ngaoundéré,7.3347,13.5569,inondation,3,2025-09-18 17:53:38,17,3,18.0,78.9,35.4,0.5877,MOYEN,2025,9
Garoua,9.3051,13.4107,pollution,4,2026-02-06 00:11:38,0,4,19.0,118.8,24.1,0.8436,ELEVE,2026,2
Douala,4.0108,9.7629,pollution,5,2026-02-21 04:28:38,4,5,22.0,85.2,31.5,1.0,ELEVE,2026,2
Yaoundé,3.8377,11.5143,criminalité,5,2026-05-19 16:12:38,16,1,20.0,57.1,21.0,0.9702,ELEVE,2026,5
Bertoua,4.5623,13.6685,criminalité,2,2025-09-04 06:36:38,6,3,1.0,107.1,35.2,0.5908,MOYEN,2025,9
Yaoundé,3.818,11.5201,glissement,5,2026-01-07 03:54:38,3,2,6.0,72.3,36.4,0.903,ELEVE,2026,1
Bafoussam,5.4414,10.3751,glissement,3,2025-11-04 14:37:38,14,1,15.0,87.3,22.7,0.5374,MOYEN,2025,11
Douala,4.0814,9.7697,inondation,2,2026-01-01 06:42:38,6,3,4.0,40.6,22.2,0.9865,ELEVE,2026,1
Ngaoundéré,7.3745,13.6076,accident_route,1,2025-08-05 17:35:38,17,1,19.0,70.5,18.4,0.4924,MOYEN,2025,8
Douala,4.0359,9.7551,inondation,2,2026-06-07 17:11:38,17,6,5.0,25.2,37.6,0.8781,ELEVE,2026,6
Bertoua,4.5878,13.6833,inondation,5,2025-06-20 12:42:38,12,4,20.0,115.6,30.8,0.9768,ELEVE,2025,6
Ebolowa,2.8739,11.111,inondation,4,2026-05-08 15:03:38,15,4,21.0,78.9,25.9,0.7063,ELEVE,2026,5
Ebolowa,2.8525,11.1449,incendie,5,2025-09-17 06:39:38,6,2,13.0,93.1,37.8,0.738,ELEVE,2025,9
Maroua,10.5876,14.2992,criminalité,2,2026-02-16 02:33:38,2,0,15.0,109.9,21.6,1.0,ELEVE,2026,2
Bertoua,4.5451,13.6504,inondation,2,2025-09-04 04:29:38,4,3,19.0,91.0,36.8,0.7401,ELEVE,2025,9
Ngaoundéré,7.3124,13.6109,inondation,2,2026-04-16 14:40:38,14,3,23.0,98.5,36.6,0.7748,ELEVE,2026,4
Bertoua,4.5598,13.7224,accident_route,3,2025-12-08 18:09:38,18,0,4.0,30.6,29.7,0.6064,MOYEN,2025,12
Yaoundé,3.8642,11.4598,inondation,3,2026-06-11 14:10:38,14,3,2.0,114.7,19.2,0.7635,ELEVE,2026,6
Bafoussam,5.5008,10.4232,accident_route,3,2026-04-05 07:29:38,7,6,7.0,70.0,37.4,0.5652,MOYEN,2026,4
Yaoundé,3.8746,11.468,incendie,2,2025-07-18 18:41:38,18,4,13.0,8.6,27.4,0.8118,ELEVE,2025,7
Douala,4.0854,9.7664,glissement,1,2025-12-30 20:48:38,20,1,23.0,7.8,20.6,0.9507,ELEVE,2025,12
Bafoussam,5.4333,10.4211,inondation,2,2025-11-04 03:44:38,3,1,24.0,6.7,37.9,0.594,MOYEN,2025,11
Ebolowa,2.9344,11.1806,criminalité,4,2025-07-09 15:09:38,15,2,13.0,17.3,30.2,0.5143,MOYEN,2025,7
Yaoundé,3.8913,11.4786,inondation,1,2026-03-12 19:34:38,19,3,18.0,53.4,29.5,0.6673,ELEVE,2026,3
Ebolowa,2.8567,11.1095,accident_route,3,2025-08-06 14:58:38,14,2,22.0,66.3,18.6,0.5175,MOYEN,2025,8
Garoua,9.3425,13.3832,pollution,3,2025-09-12 09:21:38,9,4,21.0,30.9,21.7,0.5642,MOYEN,2025,9
Bertoua,4.5746,13.7283,inondation,1,2026-01-17 02:41:38,2,5,20.0,110.5,35.5,0.4777,MOYEN,2026,1
Yaoundé,3.8056,11.4796,glissement,4,2026-04-26 07:12:38,7,6,5.0,36.3,30.5,1.0,ELEVE,2026,4
Douala,4.0818,9.7639,accident_route,5,2026-02-28 00:04:38,0,5,10.0,79.5,27.8,1.0,ELEVE,2026,2
Yaoundé,3.8108,11.4859,inondation,1,2025-08-05 14:22:38,14,1,20.0,52.2,19.3,0.7031,ELEVE,2025,8
Douala,4.0672,9.7364,inondation,2,2026-04-25 03:44:38,3,5,1.0,107.6,33.5,0.7923,ELEVE,2026,4
Bertoua,4.5509,13.6788,pollution,2,2025-11-15 10:52:38,10,5,10.0,68.2,20.1,0.5431,MOYEN,2025,11
Bafoussam,5.5242,10.4059,incendie,1,2026-05-30 10:45:38,10,5,3.0,1.4,20.0,0.4396,MOYEN,2026,5
Ngaoundéré,7.3091,13.5841,inondation,5,2026-05-27 05:18:38,5,2,13.0,27.9,25.9,0.719,ELEVE,2026,5
Maroua,10.6284,14.3441,accident_route,4,2025-11-11 18:31:38,18,1,25.0,111.2,28.3,1.0,ELEVE,2025,11
Douala,4.0241,9.7732,incendie,4,2026-05-24 08:49:38,8,6,4.0,88.1,23.9,1.0,ELEVE,2026,5
